animal,epoch,cell_num,Var4_1,Var4_2,Var4_3,Var4_4,Var4_5,Var4_6,Var4_7,Var4_8,Var4_9,Var4_10,Var4_11,Var4_12,Var4_13,Var4_14,Var4_15,Var4_16,Var4_17,Var4_18,Var4_19,Var4_20,Var4_21,Var4_22,Var4_23,Var4_24,Var4_25,Var4_26,Var4_27,Var4_28,Var4_29,Var4_30,Var4_31,Var4_32,Var4_33,Var4_34,Var4_35,Var4_36,Var4_37,Var4_38,Var4_39,Var4_40,Var4_41,Var4_42,Var4_43,Var4_44,Var4_45,Var4_46,Var4_47,Var4_48,Var4_49,Var4_50,Var4_51,Var4_52,Var4_53,Var4_54,Var4_55,Var4_56,Var4_57,Var4_58,Var4_59,Var4_60,Var4_61,Var4_62,Var4_63,Var4_64,Var4_65,Var4_66,Var4_67,Var4_68,Var4_69,Var4_70,Var4_71,Var4_72,Var4_73,Var4_74,Var4_75,Var4_76,Var4_77,Var4_78,Var4_79,Var4_80,Var4_81,Var4_82,Var4_83,Var4_84,Var4_85,Var4_86,Var4_87,Var4_88,Var4_89,Var4_90,Var4_91,Var4_92,Var4_93,Var4_94,Var4_95,Var4_96,Var4_97,Var4_98,Var4_99,Var4_100,Var4_101,Var4_102,Var4_103,Var4_104,Var4_105,Var4_106,Var4_107,Var4_108,Var4_109,Var4_110,Var4_111,Var4_112,Var4_113,Var4_114,Var4_115,Var4_116,Var4_117,Var4_118,Var4_119,Var4_120,Var4_121,Var4_122,Var4_123,Deviation_Score,P_val
440,1,11,-0.341525271999998,-2.79127656,0.800442557999999,-3.476084498,12.93541552,9.13787583,5.24902199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.861809176113397,87.8
440,1,12,4.921085165,-0.653833024999999,6.08490581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.70213963357078,97.9
440,1,13,-0.811468442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.337253716031613,30.4
440,1,14,-0.45177544,-4.350435663,0.787465813,-0.275208459,0.832182454,2.6894565,14.70753671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.917414530813669,87.3
440,1,15,6.9446003,-5.044914153,3.614500664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96237170906996,95.9
440,1,16,3.62716983,-3.149423328,-0.341525271999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.166257410202854,40.2
440,1,17,0.141859209,3.614500664,12.93541552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12721590535474,96
440,1,18,4.361128327,-4.350435663,-4.370996763,6.9446003,-3.476084498,0.679540722,7.43183943,16.23547727,13.9385077,8.28886389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.60468234232926,100
440,1,19,0.384194005,6.045173814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79186725740224,91.3
440,1,20,8.722709196,3.47447045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17498774696605,96.6
440,1,21,-0.607576192999999,0.299049949,6.9446003,-2.784473172,-0.284822187000001,-0.144176863,4.725053876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0833322484416182,47.2
440,1,22,-12.048286096,-0.435992450000001,2.141437454,-0.394533183,-2.062107803,0.993037444,-2.236309397,3.559240723,8.722709196,-0.147869120000001,-0.757065744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.521108026882848,25.1
440,1,23,2.35525441,-2.784690502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.184128648182197,45.1
440,1,24,0.943870671,3.986189868,-0.118059438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.569794700648023,81.4
440,1,25,0.187059565,-4.370996763,0.35387214,-1.12525807,4.922283669,0.921686344999999,1.403114321,-0.686983717,-0.702918062,0.943870671,18.84536182,-3.443463645,0.0377570699999996,13.9385077,-0.760085924,2.953107142,-0.710016685999999,8.28886389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86289803731886,82.5
440,1,26,4.361128327,-0.502302739999999,0.959781855,-0.653833024999999,-1.266849046,6.08490581,-0.0310587919999996,0.370841196,-0.0315454969999998,-1.500642665,-0.123780160000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050475581841452,56.8
440,1,27,-4.027645969,-4.350435663,-1.884400162,2.233988685,-0.292465609,4.89251624,5.166984833,-0.402904805,-3.635809803,-1.242219249,-1.576882403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.85338249453202,3.2
440,1,28,1.28595477,4.907405608,-1.38089726,3.398505641,-1.76853024,-0.85800425,-1.500642665,-4.74902905,3.614500664,7.43183943,13.424257061,1.81431958,2.630403125,-0.0526727810000001,0.735954956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.90326651152795,99.1
440,1,29,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,30,-4.610053902,0.714187920000001,4.167972941,5.057475255,-4.152144564,6.08490581,-0.129694882000001,0.832331158000001,0.384194005,10.25791631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27667401244251,92.6
440,1,31,6.02870915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23591217123184,94.9
440,1,32,0.794524445,7.43183943,5.619118679,-1.355065622,2.953107142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73902105484918,98.5
440,1,33,1.056648505,3.808741895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.764977313082664,86.9
440,1,34,-5.392126676,0.714187920000001,-1.26858714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.794539284266933,15.1
440,1,35,-0.502302739999999,9.99077927,8.28886389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65302733940046,100
440,1,36,3.62716983,-1.500642665,-0.0626131179999998,13.424257061,5.219429849,6.045173814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52837230453437,99.7
440,1,37,-5.392126676,-0.241639927,-1.12525807,-0.144176863,0.0377570699999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.181314475669817,38.7
440,1,38,-6.99052077,4.361128327,1.056648505,-1.019911329,-0.0348231979999998,-0.0780475540000003,1.46979619,0.370841196,0.184329943,1.153651148,-1.979175348,0.0927034939999993,-3.058237523,-1.619134008,2.151818562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.361696187412651,71.8
440,1,39,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,40,-5.392126676,3.62716983,0.711467073,1.533019468,0.384194005,4.94314539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22396685957124,92.2
440,1,41,4.167972941,-1.547034712,-1.884400162,0.787465813,0.428667976000001,14.24742204,1.068279458,-1.07055599,0.0636267369999999,-3.677877145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.519868234473604,74.5
440,1,42,-0.607576192999999,0.299049949,-3.476084498,4.87987997,-0.111286327999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0314609491834576,47
440,1,43,3.62716983,-4.74902905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.258453466159824,37.3
440,1,44,-0.811468442,0.971508308000001,-0.845252453,0.409749114,-1.955757742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.664720292912851,17.8
440,2,1,-0.305387951,-3.201414119,0.371116286,-1.821448041,-0.360077743000001,1.373311917,0.780947665999999,-0.0670785390000002,-0.00145243699999997,0.00554922599999996,0.182555148,0.38199375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0219554583979691,62
440,2,2,2.66768932,0.064526135,-0.791828026,-0.387093689,-1.205933183,-0.039437081,-0.208461894,-0.303451833,0.187284947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.13677148622493,6.4
440,2,3,0.534918241000001,-2.499464526,0.0501534899999996,-0.415709730000001,-0.0158209869999997,0.466619456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012759667297547,61.3
440,2,4,0.589147946,1.833224758,-0.425100815,4.565898869,0.825154222,-0.872287608,2.817297629,1.5123013,17.692133356,-3.967415072,-0.388096729,-2.621236269,-2.028510832,-0.78387957,-0.833418583,-0.140634702,-1.205933183,-0.012692927,-0.544594915,0.050594579,-8.105101811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.67023228761617,0
440,2,5,5.6217459,0.074499074,0.102075023999999,0.111417877,1.184169402,-0.0572650509999999,0.088497034,0.0660357999999999,-0.057435345,-0.0295239679999999,-0.018606865,1.035939184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.811518519977085,88.2
440,2,6,0.680120102,-0.408883219,3.894693251,0.257616652,0.636541199,-0.861956412,-0.028040265,-0.039437081,-0.0386368190000002,-0.041811059,0.0257427540000004,-0.026261619,0.38199375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.198223806636616,34.8
440,2,7,1.8843828,3.27517374,0.043570081,1.689238508,0.90473645,3.99493382,0.0455908409999992,0.090597807,-0.00122621299999981,0.0273685770000003,0.466619456,-0.946879741,2.437746281,0.740666358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2083973352097,100
440,2,8,0.193129704,2.817297629,-0.549312098999999,0.90473645,0.433810927000001,0.466619456,1.097107773,0.131277304,-0.012889156,-2.102210163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19103197850743,96.1
440,2,9,0.838446667,-1.718887188,-0.00902724799999999,-0.0958631750000001,0.466619456,-0.0467217410000007,3.214216969,1.99052673,0.416796596000001,2.350479493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18778080016639,98.1
440,2,10,0.074499074,0.0599139480000001,0.535438675,2.542318564,-0.0245600000000001,0.0220948129999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264271198640682,74
440,2,11,-1.052950474,-0.0342872590000001,-0.082378855,0.409983405,-0.0925634460000002,2.175940904,-0.0670785390000002,-0.0779151860000002,0.151192996,-0.0340722360000001,0.0129676249999999,-0.041811059,0.029661682,-0.04167421,-0.00473933000000004,0.125883479,0.0501786390000001,0.233172022,-0.00824513999999987,0.600795359,-0.539579447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019419455149518,58.8
440,2,12,1.8843828,0.043570081,-0.034648904,-0.427198250000001,-0.0341160299999999,-1.043597272,-0.0779151860000002,1.064480227,0.0344711609999999,-0.0250990849999999,-0.031775044,-0.0230190050000001,-0.0406981329999998,-0.00145243699999997,-0.059070375,0.0156452860000003,0.02735157,0.00879605200000011,-0.00137986500000009,-0.0351109679999997,0.00234703400000003,-0.04167421,-0.00473933000000004,0.0316563140000001,-0.041710342,-0.15331538,-0.00277127899999985,-0.21245368,0.38199375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.298279497036053,36.5
440,2,13,1.722220957,-0.423458017,0.00809282900000063,0.729103266,-0.082378855,0.076392347,0.064526135,1.035924975,-0.21430159,0.21049204,0.193856552,-0.289011683,-3.073600602,-0.0422300239999998,-0.028040265,-0.026261619,-0.0486020429999998,1.010563596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0212989825771764,56
440,2,14,3.16267935,-1.214431766,-1.17004365,0.403142233000001,-0.303193726,0.466619456,0.209861616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.958373453208433,91.3
440,2,15,-0.606785338,0.215152303,-0.047808383,0.027379224,-0.0469806770000001,-0.508951354,-1.443783223,7.253263025,-0.00722258199999981,0.0314808410000005,0.00332501799999996,-0.0255563260000002,-0.0255519590000004,0.0151111330000004,-0.318384445,-0.0855421170000001,0.121214506,-0.257276523,-0.0843685819999997,0.163840630999999,-0.00203248200000061,0.0632036960000004,-0.135391436999999,-0.223362343000001,-1.490728197,-0.163131844,0.355849362,-0.0140619989999999,-0.0521488919999999,-0.0191059899999999,-0.026739506,-0.015428641,-0.048345965,-0.012715134,-0.0198326600000001,-0.049080543,0.466619456,0.160668414,-0.0486020429999998,-0.208461894,1.322322723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.453158639731052,27.8
440,2,16,-0.293442141,0.307610821,1.984371146,-3.380643878,1.700682092,-0.057063528,-0.00472734100000016,-0.0847276889999999,0.0458472369999998,1.994783432,0.947589149,-0.797877384,0.0243573069999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.204712643614421,74.3
440,2,17,-0.778419842000001,1.63433806,5.98673649,0.429518757,3.213500069,-0.397694324,0.645396919,-0.0964976069999999,1.296090282,-0.0289525609999997,0.466619456,-0.0467217410000007,-0.411750082,3.214216969,-3.449596673,1.345537155,6.249980464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64154708142597,100
440,2,18,1.009876608,-0.302564663,0.0599139480000001,0.370498713,-3.051010297,-0.480676106,-0.0250990849999999,-0.021780573,-0.0305219909999999,-0.012494717,-0.042995557,0.00877862100000004,-0.136817261,-0.85768557,-0.402320399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.252946186163618,32.2
440,2,19,0.00252666199999996,-0.0334473800000001,0.014988781,-0.04167421,-0.012494717,-0.0023721809999997,-0.031759157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00646637497115049,55.8
440,2,20,5.32647263,0.0630596059999999,-0.17545806,0.118417742,0.0884519880000001,-0.12172329,-0.621601616,-0.00620450199999967,0.032405625,-0.0486020429999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126598715718783,69.1
